id,name,timestamp,changePercent24Hr,explorer,symbol,priceUsd,maxSupply,rank,volumeUsd24Hr,vwap24Hr
sentinel,Sentinel,2023-04-03 05:57:35,-0.9852615996660891,https://etherscan.io/token/0xa44E5137293E855B1b7bC7E2C6f8cD796fFCB037,DVPN,0.0005034179513054,,397,120029.05358835333,0.0005127222055546
glitch,Glitch,2023-04-03 05:57:35,-4.890990442486123,https://etherscan.io/token/0x038a68ff68c393373ec894015816e33ad41bd564,GLCH,0.0752743279098078,88888888.0,398,147449.93663523352,
sharetoken,ShareToken,2023-04-03 05:57:35,-0.238283439323143,https://explorer.binance.org/asset/SHR-DB6,SHR,0.0024550016381724,,399,277538.6192359333,0.0024411051510909
vai,Vai,2023-04-03 05:57:35,-2.678251404278259,https://bscscan.com/token/0x4bd17003473389a42daf6a0a729f6fdb328bbbd7,VAI,0.0971764041977724,0.0,400,878756.3369738308,0.0973860645212307
chain-guardians,ChainGuardians,2023-04-03 05:57:35,-13.501485254857325,https://etherscan.io/address/0x1fe24f25b1cf609b9c4e7e12d802e3640dfa5e43,CGG,0.0861977337635161,120000000.0,401,140895.0984681475,0.0887055387515242
swftcoin,SwftCoin,2023-04-03 05:57:35,2.5042099379987413,https://etherscan.io/token/0x0bb217E40F8a5Cb79Adf04E1aAb60E5abd0dfC1e,SWFTC,0.0012638206841051,10000000000.0,402,158924.84712530137,0.0012753488442681
titanswap,TitanSwap,2023-04-03 05:57:35,1.759210261467543,https://etherscan.io/token/0x3A8cCCB969a61532d1E6005e2CE12C200caeCe87,TITAN,0.0546516569991447,10000000000.0,403,237466.6562255435,0.0562672418062336
taraxa,Taraxa,2023-04-03 05:57:35,0.4136974436966642,https://etherscan.io/token/0xf001937650bb4f62b57521824b2c20f5b91bea05,TARA,0.0016966308563164,,404,293937.8129092812,0.0016928891507678
solanium,Solanium,2023-04-03 05:57:35,-0.4355571948287764,https://explorer.solana.com/address/xxxxa1sKNGwFtw2kFn8XauW9xq8hBZ5kVtcSesTT9fW,SLIM,0.0497445241552268,100000000.0,405,330072.5505326263,0.0505550492934661
electric-vehicle-zone,Electric Vehicle Zone,2023-04-03 05:57:35,-1.4355324596498031,https://etherscan.io/token/0x7a939bb714fd2a48ebeb1e495aa9aaa74ba9fa68,EVZ,0.0112033598827593,8420257832.0,406,415137.6743695445,0.0112588740750182
shyft-network,Shyft Network,2023-04-03 05:57:35,8.409014335794172,https://etherscan.io/token/0xb17C88bDA07D28B3838E0c1dE6a30eAfBCF52D85,SHFT,0.0075130873122402,2520000000.0,407,142530.89541497204,0.0072661829226139
robonomics-network,Robonomics.network,2023-04-03 05:57:35,-0.096904429127576,https://etherscan.io/token/0x7de91b204c1c737bcee6f000aaa6569cf7061cb7,XRT,5.265824717885379,,408,171646.8835479864,5.329371868876178
chainx,ChainX,2023-04-03 05:57:35,-6.798951450834666,https://scan.chainx.org/,PCX,0.3784789835886006,21000000.0,409,101130.0010909748,0.3893160161626956
gamercoin,GamerCoin,2023-04-03 05:57:35,-1.9631426339263942,https://etherscan.io/token/0x728f30fa2f100742c7949d1961804fa8e0b1387d,GHX,0.007639920341622,880000000.0,410,110214.75824419092,0.0078027998662507
polkamarkets,Polkamarkets,2023-04-03 05:57:35,-0.611439395089097,https://etherscan.io/token/0xd478161c952357f05f0292b56012cd8457f1cfbf,POLK,0.0467589314085121,100000000.0,411,106464.93509683057,0.0464848155575548
sylo,Sylo,2023-04-03 05:57:35,-3.816028473169122,https://etherscan.io/token/0xf293d23bf2cdc05411ca0eddd588eb1977e8dcd4,SYLO,0.0018218092060163,10000000000.0,412,253831.82596194916,0.0019479226730907
saffron-finance,saffron.finance,2023-04-03 05:57:35,-3.133890124546132,https://etherscan.io/token/0xb753428af26e81097e7fd17f40c88aaa3e04902c,SFI,45.69873705308143,100000.0,413,169638.73235585575,46.33364264701549
suncontract,SunContract,2023-04-03 05:57:35,-4.847381997578007,https://etherscan.io/token/0xF4134146AF2d511Dd5EA8cDB1C4AC88C57D60404,SNC,0.0319751330278405,122707503.0,414,394737.1686238776,0.0328403599507946
antimatter,AntiMatter Token,2023-04-03 05:57:35,-2.585373605527986,https://github.com/antimattercoin/Antimatter,MATTER,0.1204188177969315,100000000.0,415,111654.05432240422,0.1236308329541748
vesper,Vesper,2023-04-03 05:57:35,7.016887785268841,https://etherscan.io/token/0x1b40183efb4dd766f11bda7a7c3ad8982e998421,VSP,0.4160710202506299,10000000.0,416,394221.2729926018,0.3916763892501227
ferrum-network,Ferrum Network,2023-04-03 05:57:35,0.9520217512246141,https://etherscan.io/token/0xe5caef4af8780e59df925470b050fb23c43ca68c,FRM,0.0558048346472535,331718750.0,417,369833.494442055,0.0554056718686067
insurace,InsurAce,2023-04-03 05:57:35,-3.407840278516328,https://etherscan.io/token/0x544c42fbb96b39b21df61cf322b5edc285ee7429,INSUR,0.0768380010123132,100000000.0,418,377190.75459332473,0.078452033483676
unfederalreserve,unFederalReserve,2023-04-03 05:57:35,12.291836041320103,https://etherscan.io/token/0x5218E472cFCFE0b64A064F055B43b4cdC9EfD3A6,ERSDL,0.0077786846412382,454278600.0,419,111565.53403454047,0.0073677716659003
roobee,ROOBEE,2023-04-03 05:57:35,-0.2752930695603291,https://etherscan.io/token/0xa31b1767e09f842ecfd4bc471fe44f830e3891aa,ROOBEE,0.0008303621381463,5400000000.0,420,338467.8750771709,0.0008278250684852
revv,REVV,2023-04-03 05:57:35,-3.3235028336871415,https://etherscan.io/token/0x557b933a7c2c45672b610f8954a3deb39a51a8ca,REVV,0.0121481815971433,3000000000.0,421,148533.63761505985,0.0124522177497514
lithium,Lithium,2023-04-03 05:57:35,-3.5862719592635,https://etherscan.io/token/0x188e817b02e635d482ae4d81e25dda98a97c4a42,LITH,0.0007676976345191,,422,117087.22940846698,0.0007941585366971
top,TOP,2023-04-03 05:57:35,16.585491153039555,https://etherscan.io/token/0xdcD85914b8aE28c1E62f1C488E1D968D5aaFfE2b,TOP,0.0005604254530859,,423,108811.69873025203,0.0005063899316572
muse,Muse,2023-04-03 05:57:35,0.9297691208319513,https://etherscan.io/token/0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,MUSE,5.901980994181123,950001.0,424,116520.05550206643,5.91204711950686
ubix-network,UBIX.Network,2023-04-03 05:57:35,-6.696911840252473,https://explorer.ubikiri.com/,UBX,6.25408781693e-05,1000000000000.0,425,294463.98909387627,6.50914150925e-05
hiblocks,Hiblocks,2023-04-03 05:57:35,-5.67244926289595,https://scope.klaytn.com/token/0xe06b40df899b9717b4e6b50711e1dc72d08184cf?tabId=tokenTransfer,HIBS,0.0002804240957,20000000000.0,426,312748.0833392787,0.0002894875972872
mahadao,MahaDAO,2023-04-03 05:57:35,-1.597745726721715,https://etherscan.io/token/0xb4d930279552397bba2ee473229f89ec245bc365,MAHA,0.62363045902166,10000000.0,427,592744.0017218677,0.6056342132836038
wom-protocol,WOM Protocol,2023-04-03 05:57:35,0.3200028432447581,https://etherscan.io/token/0xBd356a39BFf2cAda8E9248532DD879147221Cf76,WOM,0.0248011397764822,1000000000.0,428,218423.33144701054,0.0248437218562433
swingby,Swingby,2023-04-03 05:57:35,-2.6973991870576053,https://explorer.binance.org/asset/SWINGBY-888,SWINGBY,0.0029653213015011,925000000.0,429,500199.84705353517,0.0029559689401282
lambda,Lambda,2023-04-03 05:57:35,-1.3491057253099337,https://explorer.binance.org/asset/LAMB-46C,LAMB,0.0015096970680961,10000000000.0,430,248108.52481588308,0.0015256927693417
seele,Seele-N,2023-04-03 05:57:35,-2.3249649101761793,https://etherscan.io/token/0xb1eef147028e9f480dbc5ccaa3277d417d1b85f0,SEELE,0.0034703110789324,,431,1396103.9984487877,0.0035245095878142
labs-group,LABS Group,2023-04-03 05:57:35,0.1631693734613746,https://etherscan.io/token/0x8b0e42f366ba502d787bb134478adfae966c8798,LABS,0.0010870485674421,,432,175841.7049579085,0.0010931585433218
smartkey,Skey Network,2023-04-03 05:57:35,-8.772701877801735,https://etherscan.io/token/0x06A01a4d579479Dd5D884EBf61A31727A3d8D442,SKEY,0.0131343754621532,1000000000.0,433,226427.393650207,0.0135148430526431
oneledger,OneLedger,2023-04-03 05:57:35,-2.679724529166997,https://etherscan.io/token/0x64a60493d888728cf42616e034a0dfeae38efcf0,OLT,0.0045856436278452,1000000000.0,434,417417.5898994872,0.0046626943072716
zeroswap,ZeroSwap,2023-04-03 05:57:35,-3.2639612382485943,https://etherscan.io/token/0x2eDf094dB69d6Dcd487f1B3dB9febE2eeC0dd4c5,ZEE,0.0356510075611845,,435,358565.61850118445,0.0367599279197646
lympo,Lympo,2023-04-03 05:57:35,-0.4380863982662709,https://etherscan.io/token/0x57ad67acf9bf015e4820fbd66ea1a21bed8852ec,LYM,0.0026681916365299,,436,248422.0010204379,0.0026614764969025
crust,Crust,2023-04-03 05:57:35,-5.615522541623134,https://etherscan.io/token/0x32a7c02e79c4ea1008dd6564b35f131428673c41,CRU,1.2426257110501393,,437,2889455.485902696,1.2319697063904906
crowns,Seascape Crowns,2023-04-03 05:57:35,-0.8211841708171735,https://etherscan.io/token/0xac0104cca91d167873b8601d2e71eb3d4d8c33e0,CWS,0.4692515922547233,10000000.0,438,554991.6684353937,0.4687117952616013
realio-network,Realio Network,2023-04-03 05:57:35,21.65282589058872,,RIO,0.3256734943141201,75000000.0,439,724671.410003742,
maps,MAPS,2023-04-03 05:57:35,0.0942014685024516,https://etherscan.io/token/0x2b915b505c017abb1547aa5ab355fbe69865cc6d,MAPS,0.0459426693270338,10000000000.0,440,239109.34119233623,0.0461603690306653
polkamon,Polychain Monsters,2023-04-03 05:57:35,-3.998649966066549,https://etherscan.io/token/0x1796ae0b0fa4862485106a0de9b654eFE301D0b2,PMON,0.6077721535235399,,441,134919.63136070926,0.6296559583032355
unilayer,UniLayer,2023-04-03 05:57:35,0.7170968842597417,https://etherscan.io/token/0x0fF6ffcFDa92c53F615a4A75D982f399C989366b,LAYER,0.0793022102357358,40000000.0,442,130778.89394225975,0.0949016337117709
rio-defi,RioDeFi,2023-04-03 05:57:35,-1.0112369277719777,https://scan.riochain.io/,RFUEL,0.0055768954029167,,443,599488.1808181565,0.0056862232300515
alpaca-finance,Alpaca Finance,2023-04-03 05:57:35,-3.2162038824659094,https://bscscan.com/token/0x8f0528ce5ef7b51152a59745befdd91d97091d2f,ALPACA,0.2848367212726305,188000000.0,444,803696.752075349,0.2903519083585315
oddz,Oddz,2023-04-03 05:57:35,1.0184087935521116,https://etherscan.io/token/0xCd2828fc4D8E8a0eDe91bB38CF64B1a81De65Bf6,ODDZ,0.020852286881494,100000000.0,445,251792.78053970166,0.0209814221659022
monsta-infinite,Monsta Infinite,2023-04-03 05:57:35,0.239456932115718,https://bscscan.com/token/0x9573c88ae3e37508f87649f87c4dd5373c9f31e0,MONI,0.0231346336202983,270000000.0,446,191335.3235442903,0.0231219775670947
hyve,Hyve,2023-04-03 05:57:35,20.72979301035665,https://etherscan.io/token/0xd794DD1CAda4cf79C9EebaAb8327a1B0507ef7d4,HYVE,0.057726504408389,100000000.0,447,211756.2048732624,0.0505600161369705
small-love-potion,Small Love Potion,2023-04-03 05:57:35,-5.7095455330433165,https://etherscan.io/token/0x37236cd05b34cc79d3715af2383e96dd7443dcf1,SLP,0.0026874333477228,,448,3767311.1263968647,0.0027577961839906
genaro-network,Genaro Network,2023-04-03 05:57:35,0.0302819420924483,https://etherscan.io/token/0x6ec8a24cabdc339a06a172f8223ea557055adaa5,GNX,0.0021919394682247,,449,114604.21798924397,0.002234337688326
acent,ACENT,2023-04-03 05:57:35,-2.265283714579434,https://etherscan.io/token/0xec5483804e637d45cde22fa0869656b64b5ab1ab,ACE,0.0069347612481852,2000000000.0,450,237832.1781502941,0.0070233993129597
new-bitshares,New BitShares,2023-04-03 05:57:35,-2.5361346620397662,https://explorer.nbs.plus/,NBS,0.0004261651784465,3600000000.0,451,115377.38209114535,0.0004349663663571
keeperdao,KeeperDAO,2023-04-03 05:57:35,-9.813172449820183,https://etherscan.io/token/0xfa5047c9c78b8877af97bdcb85db743fd7313d4a,ROOK,29.935836516177673,1070000.0,452,486754.7440731857,30.263952329367513
convergence,Convergence,2023-04-03 05:57:35,-2.3251223787259163,https://etherscan.io/token/0xc834fa996fa3bec7aad3693af486ae53d8aa8b50,CONV,0.0006021048804702,,453,164227.98115130712,0.0006148173144966
decentr,Decentr,2023-04-03 05:57:35,8.692895165038863,https://etherscan.io/token/0x30f271c9e86d2b7d00a6376cd96a1cfbd5f0b9b3,DEC,0.0090583579467916,,454,218205.66474076168,0.0088912570273646
unmarshal-token,UnMarshal,2023-04-03 05:57:35,-10.804712462966107,https://etherscan.io/token/0x5a666c7d92E5fA7Edcb6390E4efD6d0CDd69cF37,MARSH,0.131153392080482,,455,179250.49881530792,0.1453873105081023
folmcoin,FolmCoin,2023-04-03 05:57:35,-3.8530324987922184,https://explorer.folm.io/,FLM,0.0952680906288003,,456,1354866.1505312275,
pax-gold,PAX Gold,2023-04-03 05:57:35,-0.1770856163989909,https://etherscan.io/token/0x45804880de22913dafe09f4980848ece6ecbaf78,PAXG,1975.6251237467693,,457,2057867.8272810364,1978.5720054508706
wabi,Wabi,2023-04-03 05:57:35,-2.6771635122845168,https://etherscan.io/token/0x286bda1413a2df81731d4930ce2f862a35a609fe,WABI,0.0083249010648644,100000000.0,458,1387954.1199694907,0.01
flux,Datamine FLUX,2023-04-03 05:57:35,-4.386028076099966,https://explorer.zel.cash/,FLUX,0.5892982769311471,,459,2021492.035517255,0.6023615541303862
vidy,VIDY,2023-04-03 05:57:35,-1.6705316515635678,https://etherscan.io/token/0xc77b230f31b517f1ef362e59c173c2be6540b5e8,VIDY,6.98648186307e-05,,460,118419.85770391968,7.06783060022e-05
bittorrent,BitTorrent,2023-04-03 05:57:35,-1.7276842882537742,https://tronscan.org/#/token/1002000,BTTOLD,6.187468689e-07,,461,3341465.1611371464,6.260102903e-07
bibox-token,Bibox Token,2023-04-03 05:57:35,1.4480892692073528,https://etherscan.io/token/0xb3104b4b9da82025e8b9f8fb28b3553ce2f67069,BIX,0.0062922846962606,,462,556298.3730680489,0.0054678317196172
kira-network,Kira Network,2023-04-03 05:57:35,0.0121864762944792,https://etherscan.io/token/0x16980b3b4a3f9d89e33311b5aa8f80303e5ca4f8,KEX,0.0374193193192437,300000000.0,463,506453.57375298574,0.0376321477732615
internxt,Internxt,2023-04-03 05:57:35,-18.420845866485138,https://etherscan.io/token/0xa8006c4ca56f24d6836727d106349320db7fef82,INXT,0.4032104069433638,1119294.0,464,228155.60252419606,
curate,Curate,2023-04-03 05:57:35,-2.443925128354612,https://etherscan.io/token/0xE1c7E30C42C24582888C758984f6e382096786bd,XCUR,0.0530838520978573,60000000.0,465,287835.4521830678,0.0555738779003985
tidal-finance,Tidal Finance,2023-04-03 05:57:35,-5.74671517725984,https://etherscan.io/token/0x29cbd0510eec0327992cd6006e63f9fa8e7f33b7,TIDAL,0.000307538558243,,466,286186.5113308304,0.0003170643667281
alchemy-pay,Alchemy Pay,2023-04-03 05:57:35,2.8676442237053683,https://etherscan.io/token/0xed04915c23f00a313a544955524eb7dbd823143d,ACH,0.0355757453194912,,467,10554973.199303025,0.0349887228284896
autonio,Autonio,2023-04-03 05:57:35,-2.9136373088650203,https://etherscan.io/token/0x5554e04e76533e1d14c52f05beef6c9d329e1e30,NIOX,0.0021478553433485,300000000.0,468,261520.53833092118,0.0021739889408403
edgeless,Edgeless,2023-04-03 05:57:35,7.975431976302991,https://etherscan.io/token/Edgeless,EDG,0.0007501355737324,,469,122528.31998086558,
liquity,Liquity,2023-04-03 05:57:35,-3.3819727347275217,https://etherscan.io/token/0x6DEA81C8171D0bA574754EF6F8b412F2Ed88c54D,LQTY,2.2328805711199142,100000000.0,470,1166787.3378967235,2.2698967388829305
anoncoin,Anoncoin,2023-04-03 05:57:35,-0.4944682056023114,http://abe.darkgamex.ch:2751/chain/Anoncoin,ANC,0.0186166106911031,,471,384943.3879866562,
deri-protocol,Deri Protocol,2023-04-03 05:57:35,-0.8129641674443417,https://etherscan.io/token/0xa487bf43cf3b10dffc97a9a744cbb7036965d3b9,DERI,0.0234823767405703,400000000.0,472,162956.31839639973,0.023763551390225
digitex,Digitex,2023-04-03 05:57:35,-4.257351383716969,,DGTX,2.21748274413e-05,2300000000.0,473,105615.70314005867,1.61262920123e-05
abulaba,Abulaba,2023-04-03 05:57:35,99.15648858711235,https://etherscan.io/token/0xd938137e6d96c72e4a6085412ada2dad78ff89c4,AAA,1.54729694659e-05,,474,432516.13306959585,1.80459268444e-05
binaryx,BinaryX (old),2023-04-03 05:57:35,1.4474345884283326,https://bscscan.com/token/0x8c851d1a123ff703bd1f9dabe631b69902df5f97,BNX,0.5880727587893683,21000000.0,475,28990707.77202099,0.6148365861688044
hex,HEX,2023-04-03 05:57:35,2.537308504118882,https://etherscan.io/token/0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,HEX,0.0787080640621277,,476,9017555.958682545,0.0801995746477395
vidt-datalink,VIDT Datalink,2023-04-03 05:57:35,0.2564617026125266,https://etherscan.io/token/0x445f51299ef3307dbd75036dd896565f5b4bf7a5,VIDT,0.035984931411608,1000000000.0,477,4361125.724071902,0.0365321266694611
safepal,SafePal,2023-04-03 05:57:35,-2.175313605085189,https://bscscan.com/token/0xd41fdb03ba84762dd66a0af1a6c8540ff1ba5dfb,SFP,0.4626930163094198,500000000.0,478,3845963.294545862,0.4669455286643478
tokocrypto,Toko Token,2023-04-03 05:57:35,-2.6302301057923065,https://bscscan.com/token/0x9f589e3eabe42ebc94a44727b3f3531c0c877809,TKO,0.3383875035270462,500000000.0,479,3784609.3606130527,0.3463462052421215
bakerytoken,BakeryToken,2023-04-03 05:57:35,-4.3020513137133936,https://bscscan.com/token/0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5,BAKE,0.1871422747644382,,480,3159731.744674319,0.1918749570159209
xcad-network,XCAD Network,2023-04-03 05:57:35,-2.7328088795707877,https://etherscan.io/token/0x7659ce147d0e714454073a5dd7003544234b6aa0,XCAD,1.7127971765616423,199105531.0,481,1335720.629919026,1.7702656703240427
seedify-fund,Seedify.fund,2023-04-03 05:57:35,-2.221225847143071,https://bscscan.com/token/0x477bc8d23c634c154061869478bce96be6045d12,SFUND,1.1308918243922201,100000000.0,482,1109907.677351852,1.1437164779125388
tether-gold,Tether Gold,2023-04-03 05:57:35,-0.7723594662401508,https://etherscan.io/token/0x4922a015c4407f87432b179bb209e125432e4a2a,XAUT,1952.4511138485495,,483,861532.3564464219,1921.096933673969
index-cooperative,Index Cooperative,2023-04-03 05:57:35,-0.5735310080658235,https://etherscan.io/token/0x0954906da0Bf32d5479e25f46056d22f08464cab,INDEX,1.7560492941372445,10000000.0,484,777018.1287164835,1.7244449546052452
kine,KINE,2023-04-03 05:57:35,2.7572933440352525,https://etherscan.io/token/0xcbfef8fdd706cde6f208460f2bf39aa9c785f05d,KINE,0.0669593353735527,,485,571228.9598909343,0.0683896488673932
venus,Venus,2023-04-03 05:57:35,-4.376650210865907,https://bscscan.com/token/0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,XVS,4.640626733450926,29745110.0,486,522353.821475531,4.78656495792758
spell-token,Spell Token,2023-04-03 05:57:35,-6.075313913539335,https://etherscan.io/token/0x090185f2135308bad17527004364ebcc2d37e5f6,SPELL,0.0007438261695603,210000000000.0,487,450881.2101156126,0.0007895840763918
instadapp,Instadapp,2023-04-03 05:57:35,-9.06695350389085,https://etherscan.io/token/0x6f40d4A6237C257fff2dB00FA0510DeEECd303eb,INST,1.5811260544025638,,488,410608.9251398098,
unobtanium,Unobtanium,2023-04-03 05:57:35,1.8415763076154945,http://chainz.cryptoid.info/uno/,UNO,0.0684021674615899,,489,286837.3055344376,0.0676047950505679
uniform-fiscal-object,Uniform Fiscal Object,2023-04-03 05:57:35,-3.6528701990884755,http://chainz.cryptoid.info/ufo/,UFO,1.4417683835e-06,4000000000.0,490,260489.79921173913,1.4838345509e-06
my-defi-pet,My DeFi Pet,2023-04-03 05:57:35,-1.106800487393191,https://bscscan.com/token/0xfb62ae373aca027177d1c18ee0862817f9080d08,DPET,0.0644873996269263,,491,260190.02045747897,0.0651840549076403
yooshi,YooShi,2023-04-03 05:57:35,-2.512734928326323,https://bscscan.com/token/0x02ff5065692783374947393723dba9599e59f591,YOOSHI,8.30801141e-08,1000000000000000.0,492,253732.5353531735,8.61667432e-08
hopr,HOPR,2023-04-03 05:57:35,-0.8020993174140288,https://etherscan.io/token/0xf5581dfefd8fb0e4aec526be659cfab1f8c781da,HOPR,0.0618700377722224,1000000000.0,493,192347.27026964191,0.0625884793876172
hot-cross,Hot Cross,2023-04-03 05:57:35,6.259040337391538,https://etherscan.io/address/0x4297394c20800e8a38a619a243e9bbe7681ff24e,HOTCROSS,0.0056211904115985,500000000.0,494,167504.96808541068,0.0055025125545052
unizen,Unizen,2023-04-03 05:57:35,-1.1019068433689359,https://etherscan.io/token/0xc52c326331e9ce41f04484d3b5e5648158028804,ZCX,0.0817152963750514,1000000000.0,495,150366.48289194945,0.0821387255216059
rubic,Rubic,2023-04-03 05:57:35,-2.5791814225653718,https://etherscan.io/token/0xa4eed63db85311e22df4473f87ccfc3dadcfa3e3,RBC,0.0221817876995694,1000000000.0,496,136560.95865191406,0.0222149508403487
dero,Dero,2023-04-03 05:57:35,-3.070293697345831,http://explorer.dero.io/,DERO,8.557591152565083,21000000.0,497,113437.60437396269,
avalaunch,Avalaunch,2023-04-03 05:57:35,-2.470049889206334,https://cchain.explorer.avax.network/address/0xd1c3f94DE7e5B45fa4eDBBA472491a9f4B166FC4/,XAVA,0.393836264219301,100000000.0,498,105787.93736347994,0.4001652634725048
meter-governance,Meter Governance,2023-04-03 05:57:35,0.91709083206797,https://bscscan.com/token/0xbd2949f67dcdc549c6ebe98696449fa79d988a9f,MTRG,2.9076159012952605,,499,101156.45964208985,2.907091688300821
gamee,GAMEE,2023-04-03 05:57:35,-6.220545655043822,https://etherscan.io/token/0xd9016a907dc0ecfa3ca425ab20b6b785b42f2373,GMEE,0.0121194665254838,3180000000.0,500,139048.12524378186,0.0126221997054323
steth,Lido Staked ETH,2023-04-03 05:57:35,-4.901001655161574,https://etherscan.io/token/0xae7ab96520de3a18e5e111b5eaab095312d7fe84,STETH,1681.6250533686534,,501,89946.45816207293,1801.6793856573065
bitdao,BitDAO,2023-04-03 05:57:35,-2.0723383357031073,https://etherscan.io/token/0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5,BIT,0.5160905958115967,10000000000.0,502,18701.00268940627,0.5217865854860596
frax,Frax,2023-04-03 05:57:35,-0.4483771430512082,https://etherscan.io/token/0x853d955acef822db058eb8505911ed77f175b99e,FRAX,0.9967991001991263,,503,77797.01741717933,0.9836471170811366
paxos-standard,Pax Dollar,2023-04-03 05:57:35,-0.094556325980802,https://etherscan.io/token/0x8e870d67f660d95d5be530380d0ec0bd388289e1,USDP,1.0013279494822827,,504,23224004.404572222,
karma-eos,KARMA,2023-04-03 05:57:35,62.25306697718324,https://bloks.io/account/therealkarma,KARMA,0.1301608130347337,,505,173013.24099555737,
gemini-dollar,Gemini Dollar,2023-04-03 05:57:35,-1.0890024764391024,https://etherscan.io/token/0x056Fd409E1d7A124BD7017459dFEa2F387b6d5Cd,GUSD,1.0328030657427922,0.0,506,226063.97997854292,1.0355648473512067
sola-token,Sola Token,2023-04-03 05:57:35,-4.331811708210176,https://etherscan.io/token/0x1f54638b7737193ffd86c19ec51907a7c41755d8,SOL,20.131031198933407,,507,507488.47503527306,
bolenum,Bolenum,2023-04-03 05:57:35,-4.305543505020441,https://etherscan.io/token/0xCA29db4221c111888a7e80b12eAc8a266Da3Ee0d,BLN,0.0137236823808596,,508,134865.80978093817,0.0140712708945183
wemix,WEMIX,2023-04-03 05:57:35,-5.919806741657913,https://scope.klaytn.com/token/0x5096db80b21ef45230c9e423c373f1fc9c0198dd?tabId=kctTransfer,WEMIX,1.3182689178038383,,509,2441491.1528133685,1.343395364632345
blox,Blox,2023-04-03 05:57:35,-0.786325014781933,https://etherscan.io/token/0x177d39ac676ed1c67a2b268ad7f1e58826e5b0af,CDT,0.301976627859787,,510,102858.70863834361,
sonm,SONM,2023-04-03 05:57:35,-1.8735511817953299,https://etherscan.io/token/0x983f6d60db79ea8ca4eb9968c6aff8cfa04b3c63,SNM,0.7067389680665142,,511,239342.80544746952,0.7126216228272145
osmosis,Osmosis,2023-04-03 05:57:35,-5.616192235972708,https://www.mintscan.io/osmosis,OSMO,0.7733345108046441,1000000000.0,512,15570.637201028178,
keep-network,Keep Network,2023-04-03 05:57:35,-7.445453828916754,https://etherscan.io/token/0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,KEEP,0.1739371934068339,1000000000.0,513,975537.4958897845,0.1825460124454088
braintrust,Braintrust,2023-04-03 05:57:35,-0.5392782202791467,https://etherscan.io/token/0x799ebfabe77a6e34311eeee9825190b9ece32824,BTRST,0.8965115011710982,250000000.0,514,39140.06032366267,0.9021470660855738
medibloc,MediBloc,2023-04-03 05:57:35,-0.0724711479131196,https://explorer.qtum.org/token/QQvbcXesB5BbRF3niHcbsfgaJv85gbbuTs,MED,0.0168518575448363,,515,16197.117379204039,0.0168502263918936
cofound-it,Cofound.it,2023-04-03 05:57:35,-1.754889161968992,https://etherscan.io/token/0x12fef5e57bf45873cd9b62e9dbd7bfb99e32d73e,CFI,0.3168575272059461,,516,13935.833211050216,
rsk-smart-bitcoin,Rootstock Smart Bitcoin,2023-04-03 05:57:35,-2.682603174407143,https://explorer.rsk.co/,RBTC,27750.673025650598,,517,35470.52119695077,
wilder-world,Wilder World,2023-04-03 05:57:35,-3.618014630443527,https://etherscan.io/token/0x2a3bff78b79a009976eea096a51a948a3dc00e34,WILD,0.3759583598992967,500000000.0,518,57637.99913359586,0.3842909013659591
olympus,Olympus v2,2023-04-03 05:57:35,-0.6894755639386999,https://etherscan.io/token/0x383518188c0c6d7730d91b2c03a03c837814a899,OHM,54.85402203905644,,519,16362.925688728159,55.026670063904014
dkargo,dKargo,2023-04-03 05:57:35,-5.031220534757943,https://etherscan.io/token/0x5dc60C4D5e75D22588FA17fFEB90A63E535efCE0,DKA,0.0359839317406976,5000000000.0,520,48265.484455691905,0.0370073463236731
chrono-tech,Chrono.tech,2023-04-03 05:57:35,-2.064379431361929,https://etherscan.io/token/0x485d17A6f1B8780392d53D64751824253011A260,TIME,113.614592286951,710112.0,521,16036.278872853303,
milk-alliance,MiL.k,2023-04-03 05:57:35,3.658002974703797,https://scan.luniverse.io/tokens/0x2D768b4ab787771631A28022092BF295d6F72D55,MLK,0.2888719008606252,,522,87398.52107056897,
mvl,MVL,2023-04-03 05:57:35,-13.390216990225651,http://mvlchain.io/,MVL,0.0033979038435756,30000000000.0,523,71257.11751111389,
loom-network,Loom Network,2023-04-03 05:57:35,-2.8178353767090707,https://etherscan.io/token/0xa4e8c3ec456107ea67d3075bf9e3df3a75823db0,LOOM,0.0632816858221568,,524,81109.13665160479,0.0647873590230558
pirate-chain,Pirate Chain,2023-04-03 05:57:35,-4.1021984269469725,http://pirate.explorer.dexstats.info/,ARRR,0.3506394700468516,200000000.0,525,58392.68435594276,0.360655674224216
ceek-vr,CEEK VR,2023-04-03 05:57:35,-2.028482441505255,https://etherscan.io/token/0xb056c38f6b7dc4064367403e26424cd2c60655e1,CEEK,0.0836394687990571,1000000000.0,526,37310.4673395236,0.0802236985989341
veritaseum,Veritaseum,2023-04-03 05:57:35,-2.8117482700552516,https://etherscan.io/token/0x8f3470A7388c05eE4e7AF3d01D8C722b0FF52374,VERI,30.312220086970374,,527,44524.16509918661,
